Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"60312-1","City","Police",2022,"Police Car",1,94,8.99,9.99,13.99,9.99,5702017161884,,15.7,14.1,4.5,0.136,"",0,0,0,,0,0,,,,,,,,,9.7700,,"01/01/2022","31/12/2024"
"60313-1","City","Traffic",2022,"Space Ride Amusement Truck",3,433,39.99,49.99,64.99,44.99,5702017230474,,38,26,5.8,0.723,"",0,0,0,,0,0,,,,,,,,,36.4300,,"01/06/2022","31/12/2023"
"60314-1","City","Police",2022,"Ice Cream Truck Police Chase",3,317,24.99,39.99,49.99,29.99,5702017161891,,28,25.9,5.8,0.574,"",0,0,0,,0,0,,,,,,,,,32.9900,,"01/01/2022","31/12/2023"
"60315-1","City","Police",2022,"Police Mobile Command Truck",4,436,39.99,49.99,64.99,44.99,5702017161907,,38.2,26.2,7.1,0.802,"",0,0,0,,0,0,,,,,,,,,46.0500,,"01/01/2022","31/12/2023"
"60316-1","City","Police",2022,"Police Station",5,668,59.99,69.99,89.99,64.99,5702017161914,,54,28.2,7.9,1.38,"",0,0,0,,0,0,,,,,,,,,45.7300,,"01/01/2022","31/12/2023"
"60317-1","City","Police",2022,"Police Chase at the Bank",6,915,89.99,99.99,129.99,99.99,5702017161921,,47.8,37.4,9.3,1.8,"",0,0,0,,0,0,,,,,,,,,85.4700,,"01/01/2022","31/12/2024"
"60318-1","City","Fire",2022,"Fire Helicopter",2,53,8.99,9.99,13.99,9.99,5702017161020,,15.7,14.1,4.5,0.13,"",0,0,0,,0,0,,,,,,,,,18.9500,,"01/01/2022","31/12/2023"
"60319-1","City","Fire",2022,"Fire Rescue & Police Chase",3,295,24.99,39.99,49.99,29.99,5702017161037,,28.2,26.2,5.9,0.571,"",0,0,0,,0,0,,,,,,,,,22.7300,,"01/01/2022","31/12/2023"
"60320-1","City","Fire",2022,"Fire Station",5,540,54.99,69.99,89.99,59.99,5702017161518,,35.4,37.8,9.4,1.357,"",0,0,0,,0,0,,,,,,,,,50.4100,,"01/01/2022","31/12/2023"
"60321-1","City","Fire",2022,"Fire Brigade",7,766,89.99,99.99,129.99,99.99,5702017161525,,48,37.8,9.4,1.784,"",0,0,0,,0,0,,,,,,,,,81.1000,,"01/01/2022","31/12/2023"
"60322-1","City","Racing",2022,"Race Car",2,46,8.99,9.99,13.99,9.99,5702017117102,,15.7,14.1,4.5,0.108,"",0,0,0,,0,0,,,,,,,,,24.9900,,"01/01/2022","31/12/2023"
"60323-1","City","General",2022,"Stunt Plane",1,59,8.99,9.99,13.99,9.99,5702017116921,,15.7,14.1,6.1,0.132,"",0,0,0,,0,0,,,,,,,,,9.8700,,"01/01/2022","31/12/2023"
"60324-1","City","Construction",2022,"Mobile Crane",2,340,39.99,39.99,49.99,44.99,5702017117607,,38.2,26.2,5.7,0.704,"",0,0,0,,0,0,,,,,,,,,33.0200,19.9000,"01/01/2022","31/12/2024"
"60325-1","City","Traffic",2022,"Cement Mixer Truck",2,85,17.99,19.99,24.99,19.99,5702017161556,,26.2,19.1,4.6,0.325,"",0,0,0,,0,0,,,,,,,,,16.9900,,"01/01/2022","31/12/2023"
"60326-1","City","General",2022,"Picnic in the Park",3,147,12.99,19.99,24.99,14.99,5702017189710,,26.2,14.1,4.8,0.223,"",0,0,0,,0,0,,,,,,,,,21.7000,,"01/01/2022","31/12/2022"
"60327-1","City","Traffic",2022,"Horse Transporter",2,196,24.99,29.99,39.99,29.99,5702017117614,,35.4,19.1,7,0.495,"",0,0,0,,0,0,,,,,,,,,28.8600,,"01/01/2022","31/12/2023"
"60328-1","City","General",2022,"Beach Lifeguard Station",4,211,24.99,39.99,49.99,29.99,5702017161587,,28.2,26.2,5.9,0.534,"",0,0,0,,0,0,,,,,,,,,28.2600,,"01/01/2022","31/12/2022"
"60329-1","City","General",2022,"School Day",8,433,54.99,69.99,89.99,59.99,5702017161594,,35.4,37.8,7.1,1,"",0,0,0,,0,0,,,,,,,,,53.6000,38.1700,"01/01/2022","31/12/2022"
"60330-1","City","Medical",2022,"Hospital",13,816,89.99,119.99,149.99,99.99,5702017161600,,48,37.8,9.4,1.746,"",0,0,0,,0,0,,,,,,,,,76.3100,,"01/01/2022","31/12/2023"
"60331-1","City","Stuntz",2022,"Touring Stunt Bike",1,10,6.99,7.99,9.99,7.99,5702017161938,,9.1,12.2,4.7,,"",0,0,0,,0,0,,,,,,,,,7.8900,,"01/06/2022","31/12/2022"
"60332-1","City","Stuntz",2022,"Reckless Scorpion Stunt Bike",1,15,6.99,7.99,9.99,7.99,5702017161945,,9.1,12.2,4.7,,"",0,0,0,,0,0,,,,,,,,,7.8700,,"01/06/2022","31/12/2023"
"60333-1","City","Stuntz",2022,"Bathtub Stunt Bike",1,14,6.99,7.99,9.99,7.99,5702017161952,,9.1,12.2,4.7,,"",0,0,0,,0,0,,,,,,,,,8.3100,,"01/06/2022","31/12/2023"
"60335-1","City","Trains",2022,"Train Station",6,907,69.99,99.99,129.99,79.99,5702017189727,,53.5,28,10.2,1.919,"",0,0,0,,0,0,,,,,,,,,94.3500,,"01/06/2022","31/12/2023"
"60336-1","City","Trains",2022,"Freight Train",6,1153,159.99,199.99,249.99,179.99,5702017189734,,57.8,47.8,12,2.764,"",0,0,0,,0,0,,,,,,,,,119.9100,,"01/06/2022","31/12/2024"
"60337-1","City","Trains",2022,"Express Passenger Train",6,764,139.99,189.99,239.99,159.99,5702017162126,,57.8,37.5,10,2.202,"",0,0,0,,0,0,,,,,,,,,126.8400,,"01/06/2022","31/12/2024"
"60338-1","City","Stuntz",2022,"Chimpanzee Smash Stunt Loop",3,226,49.99,69.99,89.99,54.99,5702017162072,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,46.5400,,"01/06/2022","31/12/2023"
"60339-1","City","Stuntz",2022,"Double Loop Stunt Arena",7,598,129.99,159.99,199.99,149.99,5702017162089,,58.2,37.8,8.7,1.473,"",0,0,0,,0,0,,,,,,,,,129.5700,,"01/06/2022","31/12/2023"
"60340-1","City","Stuntz",2022,"The Blade Stunt Challenge",2,154,17.99,34.99,44.99,19.99,5702017162096,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,15.5600,,"01/06/2022","31/12/2022"
"60341-1","City","Stuntz",2022,"The Knockdown Stunt Challenge",2,117,17.99,34.99,44.99,19.99,5702017162102,,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,15.5600,,"01/06/2022","31/12/2023"
"60342-1","City","Stuntz",2022,"The Shark Attack Stunt Challenge",3,122,17.99,34.99,44.99,19.99,5702017162119,,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,15.5600,,"01/06/2022","31/12/2023"
"60343-1","City","Traffic",2022,"Rescue Helicopter Transporter",2,215,24.99,29.99,39.99,29.99,5702017161150,,35.4,19.1,9.1,0.552,"",0,0,0,,0,0,,,,,,,,,31.3000,,"01/01/2022","31/12/2023"
"60344-1","City","Farm",2022,"Chicken Henhouse",1,101,8.99,9.99,13.99,9.99,5702017161167,,15.7,14.1,4.5,0.147,"",0,0,0,,0,0,,,,,,,,,11.1500,,"01/06/2022","31/12/2022"
"60345-1","City","Farm",2022,"Farmers Market Van",3,310,24.99,44.99,59.99,29.99,5702017161693,,28,26,5.8,0.55,"",0,0,0,,0,0,,,,,,,,,28.7300,,"01/06/2022","31/12/2022"
"60346-1","City","Farm",2022,"Barn & Farm Animals",4,230,44.99,69.99,89.99,49.99,5702017161723,,38.2,26.2,7.1,0.673,"",0,0,0,,0,0,,,,,,,,,43.5400,,"01/06/2022","31/12/2023"
"60347-1","City","General",2022,"Grocery Store",5,404,54.99,69.99,89.99,59.99,5702017161617,,47.8,28,5.8,0.916,"",0,0,0,,0,0,,,,,,,,,52.9100,,"01/06/2022","31/12/2022"
"60348-1","City","Space",2022,"Lunar Roving Vehicle",3,275,29.99,39.99,49.99,34.99,5702017161730,,28,26,5.6,0.469,"",0,0,0,,0,0,,,,,,,,,28.1500,18.0000,"01/03/2022","31/12/2023"
"60349-1","City","Space",2022,"Lunar Space Station",5,500,54.99,79.99,99.99,59.99,5702017161761,,53.8,27.8,5.5,0.998,"",0,0,0,,0,0,,,,,,,,,49.1900,,"01/03/2022","31/12/2023"
"60350-1","City","Space",2022,"Lunar Research Base",6,786,89.99,129.99,149.99,99.99,5702017161792,,48,37.8,7.1,1.457,"",0,0,0,,0,0,,,,,,,,,83.3700,,"01/01/2022","31/12/2023"
"60351-1","City","Space",2022,"Rocket Launch Centre",7,1010,129.99,159.99,199.99,149.99,5702017161808,,58.2,37.8,8.7,2.112,"",0,0,0,,0,0,,,,,,,,,132.3600,,"01/01/2022","31/12/2024"
"60352-1","City","Seasonal",2022,"City Advent Calendar",,287,21.99,34.99,44.99,24.99,5702017161839,,,,,,"",0,0,0,,0,0,,,,,,,,,20.9200,,"",""
"60353-1","City","Missions",2022,"Wild Animal Rescue Missions",1,246,24.99,39.99,49.99,29.99,5702017189741,,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,23.9800,,"01/06/2022","31/12/2023"
"60354-1","City","Missions",2022,"Mars Spacecraft Exploration Missions",2,298,24.99,39.99,49.99,29.99,5702017189758,,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,23.0500,,"01/06/2022","31/12/2023"
"60355-1","City","Missions",2022,"Water Police Detective Missions",2,278,24.99,39.99,49.99,29.99,5702017189765,,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,26.3400,,"01/06/2022","31/12/2023"
"66700-1","Collectable Minifigures","Series 22",2022,"LEGO Minifigures - Series 22 {Box of 6 random bags}",,0,,29.94,29.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.9500,5.0000,"",""
"66706-1","Creator","Product Collection",2022,"Animal Bundle",,852,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66707-1","City","Stuntz",2022,"LEGO City Stuntz Gift Set",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66711-1","Marvel Super Heroes","Product Collection",2022,"Infinity Saga Collection",,972,,,,,,,46,38.4,7.6,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"66712-1","Technic","Product Collection",2022,"Monster Jam Collection",,949,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"70688-1","Ninjago","",2022,"Kai's Spinjitzu Ninja Training",1,32,8.99,9.99,13.99,9.99,5702017151656,,19,24,4,,"",0,0,0,,0,0,,,,,,,,,8.7400,,"01/03/2022","31/12/2022"
"70689-1","Ninjago","",2022,"Lloyd's Spinjitzu Ninja Training",1,32,8.99,9.99,13.99,9.99,5702017151663,,19,24,4,,"",0,0,0,,0,0,,,,,,,,,8.3800,,"01/03/2022","31/12/2022"
"70690-1","Ninjago","",2022,"Jay's Spinjitzu Ninja Training",1,25,8.99,9.99,13.99,9.99,5702017151977,,19,24,4,,"",0,0,0,,0,0,,,,,,,,,8.2100,,"01/03/2022","31/12/2022"
"71032-0","Collectable Minifigures","Series 22",2022,"LEGO Minifigures - Series 22 {Random bag}",,,,,,,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","30/04/2022"
"71032-1","Collectable Minifigures","Series 22",2022,"Robot Repair Tech",1,15,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.9400,3.3700,"01/01/2022","30/04/2022"
"71032-2","Collectable Minifigures","Series 22",2022,"Chili Costume Fan",1,8,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.7500,3.3000,"01/01/2022","30/04/2022"
"71032-3","Collectable Minifigures","Series 22",2022,"Troubadour",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,7.2100,6.5000,"01/01/2022","30/04/2022"
"71032-4","Collectable Minifigures","Series 22",2022,"Snow Guardian",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,7.4000,5.8200,"01/01/2022","30/04/2022"
"71032-5","Collectable Minifigures","Series 22",2022,"Horse and Groom",1,8,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.5000,2.9900,"01/01/2022","30/04/2022"
"71032-6","Collectable Minifigures","Series 22",2022,"Figure Skating Champion",1,10,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.1600,3.2900,"01/01/2022","30/04/2022"
"71032-7","Collectable Minifigures","Series 22",2022,"Night Protector",1,7,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.7900,3.8300,"01/01/2022","30/04/2022"
"71032-8","Collectable Minifigures","Series 22",2022,"Forest Elf",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.2400,4.3800,"01/01/2022","30/04/2022"
"71032-9","Collectable Minifigures","Series 22",2022,"Bird-watcher",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.0600,4.0100,"01/01/2022","30/04/2022"
"71032-10","Collectable Minifigures","Series 22",2022,"Raccoon Costume Fan",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.1100,3.7900,"01/01/2022","30/04/2022"
"71032-11","Collectable Minifigures","Series 22",2022,"Space Creature",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.4100,4.7200,"01/01/2022","30/04/2022"
"71032-12","Collectable Minifigures","Series 22",2022,"Wheelchair Racer",1,11,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.4400,3.3900,"01/01/2022","30/04/2022"
"71032-13","Collectable Minifigures","Series 22",2022,"LEGO Minifigures - Series 22 - Complete",12,113,,,,,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","30/04/2022"
"71032-14","Collectable Minifigures","Series 22",2022,"LEGO Minifigures - Series 22 - Sealed Box",,,3.49,4.99,4.99,3.99,5702017154756,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","30/04/2022"
"71033-0","Collectable Minifigures","The Muppets",2022,"LEGO Minifigures - The Muppets Series {Random bag}",,,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71033-1","Collectable Minifigures","The Muppets",2022,"Rowlf the Dog",1,7,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.1400,3.8100,"",""
"71033-2","Collectable Minifigures","The Muppets",2022,"Dr. Bunsen Honeydew",1,4,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0900,4.8500,"",""
"71033-3","Collectable Minifigures","The Muppets",2022,"Beaker",1,5,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2000,3.9800,"",""
"71033-4","Collectable Minifigures","The Muppets",2022,"Gonzo",1,4,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2500,4.3500,"",""
"71033-5","Collectable Minifigures","The Muppets",2022,"Kermit the Frog",1,5,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,7.0000,6.0200,"",""
"71033-6","Collectable Minifigures","The Muppets",2022,"Miss Piggy",1,4,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4400,4.3600,"",""
"71033-7","Collectable Minifigures"," The Muppets",2022,"Fozzie Bear",1,8,3.49,4.99,4.99,3.99,5702017154763,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2400,4.6400,"",""
"71033-8","Collectable Minifigures","The Muppets",2022,"Animal",1,15,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.9600,5.5700,"",""
"71033-9","Collectable Minifigures","The Muppets",2022,"Waldorf",1,6,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2000,4.5600,"",""
"71033-10","Collectable Minifigures","The Muppets",2022,"Statler",1,6,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.3700,4.9700,"",""
"71033-11","Collectable Minifigures","The Muppets",2022,"The Swedish Chef",1,6,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2900,5.2900,"",""
"71033-12","Collectable Minifigures","The Muppets",2022,"Janice",1,4,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.9100,4.7700,"",""
"71033-13","Collectable Minifigures","The Muppets",2022,"LEGO Minifigures - The Muppets Series - Complete",12,74,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71033-14","Collectable Minifigures","The Muppets",2022,"LEGO Minifigures - The Muppets Series - Sealed Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-0","Collectable Minifigures","Series 23",2022,"Collectable Minifigures series 23 - {Random bag}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-1","Collectable Minifigures","Series 23",2022,"Nutcracker",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.5900,,"",""
"71034-2","Collectable Minifigures","Series 23",2022,"Sugar Fairy",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,55.7500,,"",""
"71034-3","Collectable Minifigures","Series 23",2022,"Snowman",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,128.5400,,"",""
"71034-4","Collectable Minifigures","Series 23",2022,"Reindeer Costume",1,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-5","Collectable Minifigures","Series 23",2022,"Christmas Elf",1,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-6","Collectable Minifigures","Series 23",2022,"Cardboard Robot",1,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-7","Collectable Minifigures","Series 23",2022,"Popcorn Costume",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-8","Collectable Minifigures","Series 23",2022,"Wolf Costume",1,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-9","Collectable Minifigures","Series 23",2022,"Turkey Costume",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-10","Collectable Minifigures","Series 23",2022,"Ferry Captain",1,8,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-11","Collectable Minifigures","Series 23",2022,"Knight of the Yellow Castle",1,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-12","Collectable Minifigures","Series 23",2022,"Green Dragon Costume",1,9,3.49,4.99,4.99,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71034-13","Collectable Minifigures","Series 23",2022,"LEGO Minifigures - Series 23 - Complete",12,101,3.49,4.99,4.99,3.99,5702017154503,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71035-1","Collectable Minifigures","The Muppets",2022,"LEGO Minifigures - The Muppets Series {Box of 6 random bags}",,0,20.99,29.94,,23.99,5702017241104,,,,,,"",0,0,0,,0,0,,,,,,,,,35.3400,,"",""
"71036-1","Collectable minifigures","Series 23",2022,"LEGO Minifigures -Series 23  {Box of 6 random bags}",,,20.99,29.94,29.99,23.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,21.0600,,"",""
"71396-1","Super Mario","Expansion Set",2022,"Bowser Jr.'s Clown Car ",1,84,8.99,9.99,13.99,9.99,5702017154084,,15.7,14.1,4.5,,"",0,0,0,,0,0,,,,,,,,,11.6800,7.0000,"01/01/2022","31/12/2022"
"71397-1","Super Mario","Expansion Set",2022,"Luigi's Mansion Lab and Poltergust",2,179,21.99,29.99,39.99,24.99,5702017155173,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,23.3600,22.0000,"01/01/2022","31/12/2022"
"71398-1","Super Mario","Expansion Set",2022,"Dorrie's Beachfront ",2,229,24.99,29.99,39.99,29.99,5702017155180,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,22.1500,,"01/01/2022","31/12/2022"
"71399-1","Super Mario","Expansion Set",2022,"Luigi's Mansion Entryway",3,504,34.99,39.99,49.99,39.99,5702017155197,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,29.7500,,"01/01/2022","31/12/2022"
"71400-1","Super Mario","Expansion Set",2022,"Big Urchin Beach Ride",5,536,54.99,59.99,79.99,59.99,5702017155203,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,48.1900,,"01/01/2022","31/12/2022"
"71401-1","Super Mario","Expansion Set",2022,"Luigi's Mansion Haunt-and-Seek",4,877,69.99,79.99,109.99,79.99,5702017155210,,54,28.2,7.9,,"",0,0,0,,0,0,,,,,,,,,69.2700,50.0000,"01/01/2022","31/12/2022"
"71402-0","Super Mario","Character Pack - Series 4",2022,"Character Pack - Series 4 {Random bag}",,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/07/2022"
"71402-1","Super Mario","Character Pack - Series 4",2022,"Freezie",2,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,11.5900,,"01/01/2022","31/07/2022"
"71402-2","Super Mario","Character Pack - Series 4",2022,"Mechakoopa",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.3800,2.5000,"01/01/2022","31/07/2022"
"71402-3","Super Mario","Character Pack - Series 4",2022,"Ant Trooper",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,8.9400,6.3200,"01/01/2022","31/07/2022"
"71402-4","Super Mario","Character Pack - Series 4",2022,"Goombrat",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.3700,3.0100,"01/01/2022","31/07/2022"
"71402-5","Super Mario","Character Pack - Series 4",2022,"Scaredy Rat",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.5100,3.6000,"01/01/2022","31/07/2022"
"71402-6","Super Mario","Character Pack - Series 4",2022,"Bully",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.3100,3.9000,"01/01/2022","31/07/2022"
"71402-7","Super Mario","Character Pack - Series 4",2022,"Baby Penguin",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.0000,3.5000,"01/01/2022","31/07/2022"
"71402-8","Super Mario","Character Pack - Series 4",2022,"Stingby",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,4.8500,2.9000,"01/01/2022","31/07/2022"
"71402-9","Super Mario","Character Pack - Series 4",2022,"Coin Coffer",1,,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,5.0100,3.8000,"01/01/2022","31/07/2022"
"71402-10","Super Mario","Character Pack - Series 4",2022,"Para-Biddybud",1,,3.49,4.99,4.99,3.99,5702017155227,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,6.3200,4.5000,"01/01/2022","31/07/2022"
"71402-11","Super Mario","Character Pack - Series 4",2022,"Character Pack - Series 4 - Complete",10,0,,,,,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/07/2022"
"71402-12","Super Mario","Character Pack - Series 4",2022,"Character Pack - Series 4 - Sealed Box",,,,,,,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/07/2022"
"71403-1","Super Mario","Starter Course",2022,"Adventures with Peach",,354,54.99,59.99,74.99,59.99,5702017155234,,31.7,26.2,9,,"",0,0,0,,0,0,,,,,,,,,72.9400,,"01/08/2022","31/07/2026"
"71404-1","Super Mario","Expansion Set",2022,"Goomba's Shoe",,76,8.99,9.99,13.99,9.99,5702017155241,,15.7,14.1,4.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/07/2023"
"71405-1","Super Mario","Expansion Set",2022,"Fuzzy Flippers",,154,21.99,19.99,24.99,24.99,5702017155258,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,20.5500,,"01/08/2022","31/12/2022"
"71406-1","Super Mario","Expansion Set",2022,"Yoshi's Gift House",,246,29.99,29.99,39.99,34.99,5702017155265,,,,,,"",0,0,0,,0,0,,,,,,,,,24.8800,,"",""
"71407-1","Super Mario","Expansion Set",2022,"Cat Peach Suit and Frozen Tower",,494,59.99,79.99,99.99,69.99,5702017155272,,35.4,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,68.6900,,"01/08/2022","31/07/2023"
"71408-1","Super Mario","Expansion Set",2022,"Princess Peach's Castle",,1216,114.99,129.99,169.99,129.99,5702017155289,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,154.1400,,"01/08/2022","31/07/2024"
"71409-1","Super Mario","Expansion Set",2022,"Big Spike's Cloudtop Challenge",,540,59.99,69.99,89.99,69.99,5702017155296,,,,,,"",0,0,0,,0,0,,,,,,,,,50.2900,,"",""
"71410-0","Super Mario","Character Pack - Series 5",2022,"Character Pack - Series 5 {Random box}",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-1","Super Mario","Character Pack - Series 5",2022,"Red Yoshi",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,5.8900,,"01/08/2022","31/12/2022"
"71410-2","Super Mario","Character Pack - Series 5",2022,"Baby Yoshi",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,51.3600,,"01/08/2022","31/12/2022"
"71410-3","Super Mario","Character Pack - Series 5",2022,"Purple Toad",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-4","Super Mario","Character Pack - Series 5",2022,"Hammer Bro",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-5","Super Mario","Character Pack - Series 5",2022,"Blue Shy Guy",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-6","Super Mario","Character Pack - Series 5",2022,"Toady",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-7","Super Mario","Character Pack - Series 5",2022,"Nabbit",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-8","Super Mario","Character Pack - Series 5",2022,"Waddlewing",,,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
"71410-9","Super Mario","Character Pack - Series 5",2022,"Character Pack - Series 5 - Complete",,0,,,,,,,11,12.6,3.5,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2022"
